HOVEDSKOLE_INST	INST_NR	INST_NAVN	ENHEDSART	INST_ADR	POSTNR	POSTDISTRIKT	TLF_NR	E_MAIL	WEB_ADR	INST_TYPE_NR	INST_TYPE_NAVN	INST_TYPE_GRUPPE	UNDERV_NIV	INST_LEDER	CVR_NR	KOMMUNE_NR	ADM_KOMMUNE_NAVN	BEL_KOMMUNE	BEL_KOMMUNE_NAVN	BEL_REGION	REGION_NAVN	EJER_KODE	EJERKODE_NAVN	P_NR	VEJKODE	GEO_BREDDE_GRAD	GEO_LAENGDE_GRAD
	280634	Kærholm	Institution uden enheder	Møllevej 100	3630	Jægerspris	4735 1230	kaerholm@frederikssund.dk	www.kærholm.dk	1015	Specialskoler for børn	Grundskoler mv.	10	Anders Scott Rohde	29189129	250	Frederikssund Kommune	250	Frederikssund Kommune	1084	Region Hovedstaden	2	Kommunale	1003274968	859		
657412	280635	Social & SundhedsSkolen. Herning. Holstebro afdeling	Afdeling (underordnet enhed)	Døesvej 70-76	7500	Holstebro	3016 9010	info@sosuherning.dk	www.sosuherning.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Mads Schmidt Haagensen	29550468			661	Holstebro Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1020195750	1324	56.37231288	8.60400342
	280636	Take Care ApS	Institution uden enheder	Bursøvej 47	4930	Maribo	5029 7831	info@takecare.dk		1016	Dagbehandlingstilbud og behandlingshjem	Grundskoler mv.	10	Adham Iskandar	38561723			360	Lolland Kommune	1085	Region Sjælland	6	Selvejende. kommunale	1022353728	199	54.73594461	11.49313103
791413	280637	VIA University College. Lyseng Alle	Afdeling (underordnet enhed)	Lyseng Allé 15H	8270	Højbjerg	8755 0000	via@via.dk	www.via.dk	1085	Professionshøjskoler	Institutioner med videregående uddannelser		Harald Mikkelsen	30773047			751	Aarhus Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1018490796	5102	56.11006621	10.20247863
	280638	Per Gyrum Skolen	Institution uden enheder	Mariehøj 483	2990	Nivå	3510 5959	pgs@pergyrumskolen.dk	www.pergyrumskolen.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Charlotte Bie	36639180			210	Fredensborg Kommune	1084	Region Hovedstaden	5	Selvejende. private	1020352171	466	55.94023158	12.49417845
	280639	Halvorsminde Efterskole og Halvor Fri Fagskole	Institution uden enheder	Halvorsmindevej 107	9800	Hjørring	9892 1222	Kontor@Halvorsminde.Dk	www.halvorsminde.dk/fri-fagskole/	1023	Frie fagskoler	Øvrige institutioner primært ikke kompetencegivende uddannelser	10	Jens Beermann	45226018			860	Hjørring Kommune	1081	Region Nordjylland	5	Selvejende. private	1001865474	1143	57.43658552	9.97095648
	280640	CampusU10	Hovedskole (institution med enheder)	Odinsvej 4D	3600	Frederikssund	4735 2600	campusU10@frederikssund.dk		1012	Folkeskoler	Grundskoler mv.	10	Allan Bo Carlsen	29189129	250	Frederikssund Kommune	250	Frederikssund Kommune	1084	Region Hovedstaden	2	Kommunale	1003277694	917	55.84557256	12.06320993
	280641	Svaneke Friskole	Institution uden enheder	Søndergade 31	3740	Svaneke	5080 0585	post@svanekeskole.dk	www.svanekefriskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Susanne Engset. konst.	36586044			400	Bornholms Regionskommune	1084	Region Hovedstaden	5	Selvejende. private	1020326200	4374	55.13060296	15.14694163
	280642	Varde STU Center	Institution uden enheder	Svanehøjvej 27	6870	Ølgod	7994 8540	stu@varde.dk	www.stu.vardekommune.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Michael Debel Hansen	29189811	573	Varde Kommune	573	Varde Kommune	1083	Region Syddanmark	2	Kommunale	1017646288	1248	55.76260151	8.61840805
	280643	Hvidovre Privatskole	Institution uden enheder	Hvidovrevej 361	2650	Hvidovre	5555 2650	mail@hvidovre-privatskole.dk	Hvidovre-privatskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Anders Horn	36355344			167	Hvidovre Kommune	1084	Region Hovedstaden	5	Selvejende. private	1020179585	4032	55.62389588	12.48258525
	280644	STU Akademiet	Institution uden enheder	Kigkurren 8C. 3.	2300	København S	5361 6202	stuakademiet@gmail.com	stu-akademiet.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Morten Petersen Birkehøj	34208646			101	Københavns Kommune	1084	Region Hovedstaden	6	Selvejende. kommunale	1017401056	3640	55.66227728	12.57654782
	280645	Fontanaskolen STU	Institution uden enheder	Teglværksgade 22	2100	København Ø	4239 1281	stu@fountain-house.dk	www.fountain-house.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Per Saaby	14654348			101	Københavns Kommune	1084	Region Hovedstaden	6	Selvejende. kommunale	1000779321	7360	55.70709316	12.5595068
	280648	Skolen Hjuldamperen	Institution uden enheder	Taarbæk Strandvej 59	2930	Klampenborg	3963 3322	skolen@hjuldamperen.dk		1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Jette Bach	32292119			173	Lyngby-Taarbæk Kommune	1084	Region Hovedstaden	6	Selvejende. kommunale	1015406069	970	55.78508437	12.5929757
	280650	Vinderød Privatskole	Institution uden enheder	Helsingevej 57	3300	Frederiksværk	7022 1400	mail@vinderoedprivatskole.dk	www.vinderoedprivatskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	7	Dorte Lindhardt Dahl	36220465			260	Halsnæs Kommune	1084	Region Hovedstaden	5	Selvejende. private	1019990350	549	55.99215859	12.03439231
	280651	Nørreådal Friskole	Institution uden enheder	Hybenvej 22-28	9700	Brønderslev	2340 8200	kontakt@nr-aadal.dk	www.nr-aadal.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Anne Graverholt	36239999			810	Brønderslev Kommune	1081	Region Nordjylland	5	Selvejende. private	1020165231	734	57.31480948	9.97190248
	280653	Poulstrup Friskole og Børnehus	Institution uden enheder	Poulstrup Skolevej 1	9760	Vrå	7199 7103	info@poulstrupfri.net	www.poulstrupfri.net	1013	Friskoler og private grundskoler	Grundskoler mv.	10	Kristian Bertelsen	35432353			860	Hjørring Kommune	1081	Region Nordjylland	5	Selvejende. private	1019900874	2724	57.35595884	10.01246062
	280654	Feldborg Frie Børneunivers	Institution uden enheder	Bredgade 76	7540	Haderup	6020 2208	ubn@feldborgfrie.dk	www.feldborgfrie.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	6	Ulla Boe Nielsen	36169125			657	Herning Kommune	1082	Region Midtjylland	5	Selvejende. private	1021197463	123	56.32912295	8.92831738
	280655	Friskolen for Hundelev og Omegn	Institution uden enheder	Sejlstrupvej 5	9480	Løkken	2035 1141	kontakt@hundelevfriskole.dk		1013	Friskoler og private grundskoler	Grundskoler mv.	6	Anne Wraae	36216166			860	Hjørring Kommune	1081	Region Nordjylland	5	Selvejende. private	1019959488	2976		
	280656	Odense Privatskole	Institution uden enheder	Åsumvej 5	5240	Odense NØ	8161 5009	info@opskole.dk	www.opskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Yusuf Cevirici	36313293			461	Odense Kommune	1083	Region Syddanmark	5	Selvejende. private	1020280235	68	55.40074995	10.4197669
	280657	VerdensBørn Grundskole	Institution uden enheder	Emdrupvej 115	2400	København NV	3014 1008	vbgrundskole@gmail.com	www.verdensbørn.com	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Yassin Adam Bachiri	37648582			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1021386010	1544	55.72183861	12.54115953
	280658	Marieskolen	Institution uden enheder	Richtsensgade 12	6270	Tønder	7311 5758	adm@marieskolen.dk	www.marieskolen.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Sarah Røll	35937234			550	Tønder Kommune	1083	Region Syddanmark	5	Selvejende. private	1019538849	1330	54.93734329	8.86845259
	280659	Agersted Friskole	Institution uden enheder	Præstbrovej 23	9330	Dronninglund	2566 9444	kontor@agerstedfriskole.dk	www.agerstedfriskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	7	Meiner Østergaard	36381426			810	Brønderslev Kommune	1081	Region Nordjylland	5	Selvejende. private	1020051171	1422	57.19971457	10.38097761
	280662	Astrup-Sønderskov Friskole	Institution uden enheder	Skolestien 2	9800	Hjørring	6151 3212	post@asfri.dk	www.asfri.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	7	Anders Nyborg Thomsen	36097094			860	Hjørring Kommune	1081	Region Nordjylland	5	Selvejende. private	1019925672	3062	57.47610878	10.09600719
147401	280664	TEC Lyngby. Klampenborgvej	Afdeling (underordnet enhed)	Klampenborgvej 215B. 3.	2800	Kgs. Lyngby	3817 7000	tec@tec.dk	www.tec.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Morten Emborg	20578912			173	Lyngby-Taarbæk Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1020477314	431	55.77165228	12.5079372
	280665	Københavns Kommunes Ungdomsskole Ø 10	Institution uden enheder	Bellmansgade 5	2100	København Ø	3336 4476	10.klasse.ungdomsskolen@kk.dk	ungdomsskolen.kk.dk	1012	Folkeskoler	Grundskoler mv.	10	Carsten Juhler	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003251569	452		
	280667	Københavns Kommunes Ungdomsskole 10. vest	Institution uden enheder	Lyrskovgade 4. 2.	1758	København V	3336 4476	10.klasse.ungdomsskolen@kk.dk	ungdomsskolen.kk.dk	1012	Folkeskoler	Grundskoler mv.	10	Carsten Juhler	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003254416	4496	55.66782676	12.5437152
	280668	Københavns Kommunes Ungdomsskole Amager 10	Institution uden enheder	Jemtelandsgade 3	2300	København S	3336 4476	10.klasse.ungdomsskolen@kk.dk	ungdomsskolen.kk.dk	1012	Folkeskoler	Grundskoler mv.	10	Carsten Juhler	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003251016	3364	55.66520365	12.60393649
	280669	Brahesminde Skole	Institution uden enheder	Kirkegyden 33	5642	Millinge	7253 0358	brahesminde@fmk.dk	brahesminde.skoleporten.dk	1012	Folkeskoler	Grundskoler mv.	9	Sanne Flittner-Nielsen	29188645	430	Faaborg-Midtfyn Kommune	430	Faaborg-Midtfyn Kommune	1083	Region Syddanmark	2	Kommunale	1003311532	690	55.12870342	10.21960412
	280670	Naturfriskolen Nordmors	Institution uden enheder	Skolestræde 9	7900	Nykøbing M	5191 9876	naturfriskolen@gmail.com	www.naturfriskolen.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	7	Kirsten Ringgaard	36333499			773	Morsø Kommune	1081	Region Nordjylland	5	Selvejende. private	1020091912	7170	56.92210691	8.86822066
615402	280671	Learnmark Business	Afdeling (underordnet enhed)	Strandpromenaden 4C	8700	Horsens	8816 3600	info@learnmark.dk	www.learnmark.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Niels Yde	66294110			615	Horsens Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1016478853	7890	55.86029452	9.87288294
	280673	Friskolen Asgaard	Institution uden enheder	Herningvej 70 a	7480	Vildbjerg	2856 6005	friskolen@asgaarden.dk	www.asgaarden.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	3	Connie Haarup	36127937			657	Herning Kommune	1082	Region Midtjylland	5	Selvejende. private	1019889579	402	56.17509001	8.83842642
	280674	Kundby Friskole	Institution uden enheder	Trønningevej 13	4520	Svinninge	8172 0131	bogholderi@kundbyfriskole.dk	www.kundbyfriskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Mette Jacobsen Christensen	36230096			316	Holbæk Kommune	1085	Region Sjælland	5	Selvejende. private	1020106391	1721	55.70997169	11.52740898
	280675	Skolen for Livet	Institution uden enheder	Kostervej 26	4780	Stege	5265 6754	post@skolenforlivet.nu	www.skolenforlivet.nu	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Kaspar Borgaard Jørgensen	36298944			390	Vordingborg Kommune	1085	Region Sjælland	5	Selvejende. private	1020174451	825	54.97703459	12.2641896
	280678	Læringscenter Syd	Institution uden enheder	Vestermarken 3	7400	Herning	9628 7041	laeringscentersydskole@herning.dk		1012	Folkeskoler	Grundskoler mv.	9	Henrik Baun	29189919	657	Herning Kommune	657	Herning Kommune	1082	Region Midtjylland	2	Kommunale	1003345269	9097	56.06338958	9.0848856
	280679	Aulum-Hodsager Skole	Institution uden enheder	Markedspladsen 4	7490	Aulum	9628 7490	aulumhodsagerskole@herning.dk		1012	Folkeskoler	Grundskoler mv.	10	Betina Folke	29189919	657	Herning Kommune	657	Herning Kommune	1082	Region Midtjylland	2	Kommunale	1003343928	646	56.26525297	8.79907338
	280680	Sunds-Ilskov Skole	Institution uden enheder	Nøddevej 13	7451	Sunds	9628 7750	sundsilskovskole@herning.dk		1012	Folkeskoler	Grundskoler mv.	10	Ole Overgaard	29189919	657	Herning Kommune	657	Herning Kommune	1082	Region Midtjylland	2	Kommunale	1003344948	5660	56.2031804	9.01998494
707403	280682	Viden Djurs. EUD10 Syddjurs	Afdeling (underordnet enhed)	Skovridervej 3	8410	Rønde	8758 0400	info@videndjurs.dk	www.videndjurs.dk	1012	Folkeskoler	Grundskoler mv.	10	Bo Nørregaard Jensen	10520509			706	Syddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1019761947	1733	56.27882502	10.50175924
	280683	Marianelund STU-Solist	Institution uden enheder	Marianelundsvej 11	3490	Kvistgård	6012 3262	sikkerpost@behandlingsskolerne.dk	www.behandlingsskolerne.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Karen Riber	33151675			217	Helsingør Kommune	1084	Region Hovedstaden	6	Selvejende. kommunale	1019970643	5250	56.01319939	12.49384916
	280684	HORISONTEN-STU	Institution uden enheder	Jernbanegade 10	4660	Store Heddinge	5335 3329	kontor@horisonten.dk		1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Paw Koch	35595309			336	Stevns Kommune	1085	Region Sjælland	6	Selvejende. kommunale	1019066777	333	55.3100833	12.3859252
	280686	Limfjordsskolen Struer	Institution uden enheder	Drøwten 1	7600	Struer	9684 8666	limfjordsskolen@struer.dk	www.limfjordsskolen-struer.dk	1012	Folkeskoler	Grundskoler mv.	9	Claus Rokkjær	29189951	671	Struer Kommune	671	Struer Kommune	1082	Region Midtjylland	2	Kommunale	1003348189	1544	56.47605081	8.60203813
101497	280687	Niels Brock. Handelsgymnasiet Nørre Voldgade	Afdeling (underordnet enhed)	Nørre Voldgade 34	1358	København K	3341 9100	thorvald@brock.dk	nielsbrock.dk/handelsgymnasier/noerre-voldgade	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Anya Eskildsen	60798419			101	Københavns Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1004909780	5220	55.68076882	12.56883636
	280688	Røde Kors Asyl	Institution uden enheder	Fårupvej 10	7300	Jelling	2371 5870	krs@redcross.dk	rodekors.dk	1052	Sprogcentre	Voksenuddannelsesinstitutionerne		Ken Rinder Sørensen	18887886			630	Vejle Kommune	1083	Region Syddanmark	0	Private	1005245403	686	55.7543491	9.41507502
	280689	Røde Kors Asylcenter	Institution uden enheder	Kurhusvænge	4000	Roskilde	3527 9009	info@redcross.dk	rodekors.dk	1052	Sprogcentre	Voksenuddannelsesinstitutionerne		Jacob Nordgaard	18887886			265	Roskilde Kommune	1085	Region Sjælland	0	Private	1003001536	4314		
	280690	Jobcenter København	Institution uden enheder	Gammel Køge Landevej 43	2500	Valby	8256 5800	ckb@bif.kk.dk	www.kk.dk/ckb	1051	Specialskoler for voksne	Voksenuddannelsesinstitutionerne		Bo Juul Jensen	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003435157	2100	55.65843786	12.51473373
449010	280691	Nyborg Gymnasium. 10. klasse-center	Afdeling (underordnet enhed)	Skolebakken 13	5800	Nyborg	6531 0217	post@nyborg-gym.dk	www.nyborg-gym.dk	1012	Folkeskoler	Grundskoler mv.	10	Henrik Vestergaard Stokholm	29575738			450	Nyborg Kommune	1083	Region Syddanmark	4	Selvejende. statslige	1003309102	846	55.32237707	10.79521995
	280692	Poppelgårdens praktiske jordbrugsskole A/S	Institution uden enheder	Lisbets Vej 3	5970	Ærøskøbing	6258 2838	ppj@poppelgaarden.org	www.poppelgaarden.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Stine La Boube	33766386			492	Ærø Kommune	1083	Region Syddanmark	0	Private	1016948108	164	54.87675491	10.36953643
751398	280693	Jordbrugets UddannelsesCenter. Bredballegård	Afdeling (underordnet enhed)	Nymarksvej 65	8320	Mårslet	8747 5700	ju@ju.dk	www.ju.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Peter Lund Moesgaard.	31714559			751	Aarhus Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1015172378	6019	56.05058113	10.16772536
	280694	STU-Sydsjælland	Institution uden enheder	Bavnevej 5	4750	Lundby	5576 9988	kl@stusyd.dk	www.stusyd.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Karin Lærke	31553253			390	Vordingborg Kommune	1085	Region Sjælland	0	Private	1014635315	107	55.11352113	11.89197257
	280695	Lærdansk Vordingborg	Institution uden enheder	Rådhustorvet 15-17. 1.	4760	Vordingborg	5219 9027	vordingborg@adm.laerdansk.dk	www.laerdansk.dk/vordingborg	1052	Sprogcentre	Voksenuddannelsesinstitutionerne		Jakob Dalsgaard	20699310			390	Vordingborg Kommune	1085	Region Sjælland	0	Private	1020805214	1387	55.01235774	11.90803237
630401	280696	UCL Niels Bohrs Allé. Odense	Afdeling (underordnet enhed)	Niels Bohrs Allé 1	5230	Odense M	6318 3300	ucl@ucl.dk	www.ucl.dk	1085	Professionshøjskoler	Institutioner med videregående uddannelser		Jens Mejer Pedersen	30859480			461	Odense Kommune	1083	Region Syddanmark	4	Selvejende. statslige	1021437405	5714	55.37292096	10.3995923
630401	280697	UCL Stationsvej. Jelling	Afdeling (underordnet enhed)	Stationsvej 4	7300	Jelling	6318 3000	ucl@ucl.dk	www.ucl.dk	1085	Professionshøjskoler	Institutioner med videregående uddannelser		Jens Mejer Pedersen	30859480			630	Vejle Kommune	1083	Region Syddanmark	4	Selvejende. statslige	1003403745	2295	55.75480441	9.42077506
630401	280698	UCL Vestre Engvej. Vejle	Afdeling (underordnet enhed)	Vestre Engvej 51C	7100	Vejle	6318 3000	ucl@ucl.dk	www.ucl.dk	1085	Professionshøjskoler	Institutioner med videregående uddannelser		Jens Mejer Pedersen	30859480			630	Vejle Kommune	1083	Region Syddanmark	4	Selvejende. statslige	1013776292	2773	55.70739601	9.51715055
630401	280699	UCL Klostervænget. Svendborg	Afdeling (underordnet enhed)	Klostervænget 2-4	5700	Svendborg	6318 4400	ucl@ucl.dk	www.ucl.dk	1085	Professionshøjskoler	Institutioner med videregående uddannelser		Jens Mejer Pedersen	30859480			479	Svendborg Kommune	1083	Region Syddanmark	4	Selvejende. statslige	1003309953	3811	55.05439304	10.60122059
	280700	Sygehusskolen. Sygehus Sønderjylland	Institution uden enheder	Kresten Philipsens Vej 15	6200	Aabenraa	7376 6089	kbm@aabenraa.dk	sygehussonderjylland.dk	1016	Dagbehandlingstilbud og behandlingshjem	Grundskoler mv.	10	Kim Brunthaler Mortensen	29189854	580	Aabenraa Kommune	580	Aabenraa Kommune	1083	Region Syddanmark	2	Kommunale	1020220860	103	55.06151118	9.37911415
607403	280701	Fredericia Maskinmesterskole. Købmagergade	Afdeling (underordnet enhed)	Købmagergade 86	7000	Fredericia	7592 2833	fms@fms.dk	www.fms.dk	1081	Maritime uddannelsesinstitutioner	Institutioner med videregående uddannelser		Torben Dahl	13002738			607	Fredericia Kommune	1083	Region Syddanmark	4	Selvejende. statslige	1005551696	5242	55.56215433	9.75877925
607403	280702	Fredericia Maskinmesterskole. Esbjerg	Afdeling (underordnet enhed)	Niels Bohrs Vej 3	6700	Esbjerg	7592 2833	fms@fms.dk	www.fms.dk	1081	Maritime uddannelsesinstitutioner	Institutioner med videregående uddannelser		Torben Dahl	13002738			561	Esbjerg Kommune	1083	Region Syddanmark	4	Selvejende. statslige	1019910845	5701	55.48867589	8.44814365
	280703	Dagbehandlingsskolen Fortuna	Institution uden enheder	Lersø Parkallé 109	2100	København Ø	2482 9577	mettec@behandlingsskolerne.dk	www.behandlingsskolerne.dk	1016	Dagbehandlingstilbud og behandlingshjem	Grundskoler mv.	10	Mette Carlseng	30713176			101	Københavns Kommune	1084	Region Hovedstaden	6	Selvejende. kommunale	1020798730	4236	55.71488882	12.54637244
	280704	Brønderslev Nord	Hovedskole (institution med enheder)	Nordens Alle 56	9700	Brønderslev	9945 4858	christian.bak@99454545.dk		1012	Folkeskoler	Grundskoler mv.	10	Christian Bak	29189501	810	Brønderslev Kommune	810	Brønderslev Kommune	1081	Region Nordjylland	2	Kommunale	1003376658	1269	57.28126112	9.94090274
	280705	Brønderslev Syd	Hovedskole (institution med enheder)	Søndergade 40	9700	Brønderslev	9945 4822	carl-otto.borup@99454545.dk		1012	Folkeskoler	Grundskoler mv.	10		29189501	810	Brønderslev Kommune	810	Brønderslev Kommune	1081	Region Nordjylland	2	Kommunale	1003376737	1821	57.26617139	9.94072139
	280706	Hjallerup	Hovedskole (institution med enheder)	Idræts Alle 6	9320	Hjallerup	9945 5900	Hans.jorgen.baek@99454545.dk		1012	Folkeskoler	Grundskoler mv.	10		29189501	810	Brønderslev Kommune	810	Brønderslev Kommune	1081	Region Nordjylland	2	Kommunale	1003376968	780	57.16527855	10.15480816
	280707	Dronninglund	Hovedskole (institution med enheder)	Rørholtvej 20	9330	Dronninglund	9945 5700	Steen.Jensen@99454545.dk		1012	Folkeskoler	Grundskoler mv.	10		29189501	810	Brønderslev Kommune	810	Brønderslev Kommune	1081	Region Nordjylland	2	Kommunale	1003377083	1515	57.15152547	10.28564058
280727	280708	NEXT Uddannelse København. EUD10 Ishøj 45	Afdeling (underordnet enhed)	Vejlebrovej 45	2635	Ishøj	3388 0000	next@nextkbh.dk	www.cphwest.dk	1012	Folkeskoler	Grundskoler mv.	10	Ole Heinager	11748708			183	Ishøj Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1003400862	850	55.61508637	12.36135468
	280709	Levuk STU	Institution uden enheder	Milnersvej 39A	3400	Hillerød	2752 8217	bego@levuk.dk	www.levuk.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Benjamin Goings	33022611			219	Hillerød Kommune	1084	Region Hovedstaden	6	Selvejende. kommunale	1016281626	5571	55.92059412	12.29897662
	280710	Røde Kors skolen i Dianalund	Institution uden enheder	Kolonivej 22	4293	Dianalund	2225 2427	rez@redcross.dk	www.rodekors.dk	1052	Sprogcentre	Voksenuddannelsesinstitutionerne		Majid Alameh	18887886			340	Sorø Kommune	1085	Region Sjælland	0	Private	1003001536	401	55.52906195	11.50636043
	280712	A2B. Fredericia	Institution uden enheder	Vendersgade 26B. 2.	7000	Fredericia	7026 6100	infoa2b@a2b.dk	www.a2b.dk	1052	Sprogcentre	Voksenuddannelsesinstitutionerne			26057698			607	Fredericia Kommune	1083	Region Syddanmark	0	Private	1020407545	9195	55.56600703	9.7545264
101403	280713	HTX Gastro Science	Afdeling (underordnet enhed)	Vigerslev Allé 18	2500	Valby	3386 2200	hrs@hrs.dk	www.hrs.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Søren K. Kristiansen	11861571			101	Københavns Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1003400631	8308	55.66243136	12.5212104
219417	280715	Københavns Professionshøjskole - Bornholm. Rønne	Afdeling (underordnet enhed)	Minervavej 1	3700	Rønne	4189 8500	info@kp.dk	www.kp.dk	1085	Professionshøjskoler	Institutioner med videregående uddannelser		Stefan Hermann	30787986			400	Bornholms Regionskommune	1084	Region Hovedstaden	4	Selvejende. statslige	1004909226	2676	55.10701847	14.71277956
219417	280716	Københavns Professionshøjskole - Campus Nordsjælland. Hillerød	Afdeling (underordnet enhed)	Carlsbergvej 14	3400	Hillerød	4189 7200	info@kp.dk	www.kp.dk	1085	Professionshøjskoler	Institutioner med videregående uddannelser		Stefan Hermann	30891732			219	Hillerød Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1016478411	1202	55.93063181	12.31352299
219417	280717	Københavns Professionshøjskole - Campus Carlsberg. København	Afdeling (underordnet enhed)	Humletorvet 3	1799	København V	4189 7000	info@kp.dk	www.kp.dk	1085	Professionshøjskoler	Institutioner med videregående uddannelser		Stefan Hermann	30787986			101	Københavns Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1020923446	3086	55.66429862	12.53615653
	280718	Institut for Kommunikation og Handicap. Region Midtjylland	Institution uden enheder	Tjørnevej 6	8240	Risskov	7847 9313	ikh@ps.rm.dk	www.rm.dk	1051	Specialskoler for voksne	Voksenuddannelsesinstitutionerne		Gaby Juhl	29190925	1082		751	Aarhus Kommune	1082	Region Midtjylland	7	Regionale	1003352343	8576		
	280719	Lærdansk Nyborg	Institution uden enheder	Skovbrynet 17	5800	Nyborg	6531 2844	nyborg@adm.laerdansk.dk	laerdansk.dk	1052	Sprogcentre	Voksenuddannelsesinstitutionerne		Birgitte Hansen	20699310			450	Nyborg Kommune	1083	Region Syddanmark	0	Private	1020503013	856	55.31792385	10.80709813
	280720	Center for Erhverv. uddannelse og beskæftigelse. Bornholms Reg.kommune-STU	Institution uden enheder	Sveasvej 8	3700	Rønne	5629 6439	stu@brk.dk		1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Michael Kaas Hansen	26696348	400	Bornholms Regionskommune	400	Bornholms Regionskommune	1084	Region Hovedstaden	2	Kommunale	1020927379	4314	55.10989515	14.705223
	280727	NEXT UDDANNELSE KØBENHAVN	Hovedskole (institution med enheder)	Carl Jacobsens Vej 25	2500	Valby	3388 0000	next@nextkbh.dk	www.nextkbh.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Ole Heinager. direktør	11748708			101	Københavns Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1003398983	1064	55.65433821	12.51574602
280941	280728	ZBC Handels og Teknisk gymnasium Vordingborg	Afdeling (underordnet enhed)	Chr Richardtsvej 43	4760	Vordingborg	5578 8888	zbc@zbc.dk	www.zbc.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Michael Kaas-Andersen	10521815			390	Vordingborg Kommune	1085	Region Sjælland	4	Selvejende. statslige	1003401250	221	55.01536964	11.91551335
280941	280729	ZBC Handels og Teknisk gymnasium Ringsted	Afdeling (underordnet enhed)	Ahorn Alle 3-5	4100	Ringsted	5578 8888	zbc@zbc.dk	www.zbc.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Michael Kaas-Andersen	10521815			329	Ringsted Kommune	1085	Region Sjælland	4	Selvejende. statslige	1016724560	230	55.42856772	11.78470925
